|||			The Batch {0} of an item {1} has negative stock in the warehouse {2}{3}.|||			Please add a stock quantity of {4} to proceed with this entry.|||			If it is not possible to make an adjustment entry, please enable 'Allow Negative Stock for Batch' in Stock Settings to proceed.|||			However, enabling this setting may lead to negative stock in the system.|||			So please ensure the stock levels are adjusted as soon as possible to maintain the correct valuation rate.,|||			تحتوي الدفعة {0} من العنصر {1} على مخزون سالب في المستودع {2}{3}.|||			الرجاء إضافة كمية مخزون {4} لمتابعة هذا الإدخال.|||			إذا لم يكن من الممكن إجراء إدخال تعديل، برجاء تمكين 'السماح بالمخزون السلبي للدفعة' في إعدادات المخزون للمتابعة.|||			على أية حال، تمكين هذا الإعداد قد يؤدي إلى مخزون سلبي في النظام.|||			لذا يرجى التأكد من تعديل مستويات المخزون في أقرب وقت ممكن للحفاظ على معدل التقييم الصحيح.,
Show all blogs,إظهار كافة المدونات,
Show in-POS retail dashboard and reporting widgets.,عرض لوحة تحكم البيع بالتجزئة وأدوات إعداد التقارير داخل نقاط البيع.,
Show net values in opening and closing columns,إظهار القيم الصافية في أعمدة الفتح والإغلاق,
Show only the Immediate Upcoming Term,عرض فقط المدة القادمة الفورية,
Show pending entries,إظهار الإدخالات المعلقة,
Show search tools,إظهار أدوات البحث,
Show the active cart on a customer-facing screen,اعرض سلة التسوق النشطة على الشاشة التي تواجه العميل,
Show with upcoming revenue/expense,عرض مع الإيرادات/المصروفات القادمة,
Showing,عرض,
Showing {0}-{1} of {2},عرض {0}-{1} من {2},
Sign out of the current POS session,قم بتسجيل الخروج من جلسة POS الحالية,
Simple Python Expression, Example: doc.status == 'Open' and doc.issue_type == 'Bug',تعبير بايثون بسيط، مثال: doc.status == 'Open' وdoc.issue_type == 'Bug',
Simple Python formula applied on Reading fields.<br> Numeric eg. 1: <b>reading_1 &gt; 0.2 and reading_1 &lt; 0.5</b><br>|||Numeric eg. 2: <b>mean &gt; 3.5</b> (mean of populated fields)<br>|||Value based eg.:  <b>reading_value in ("A", "B", "C")</b>,يتم تطبيق صيغة Python البسيطة على حقول القراءة.<br> رقمية على سبيل المثال. 1: <b>reading_1 &gt; 0.2 و القراءة_1&lt; 0.5</b><br>|||رقمي على سبيل المثال. 2: <b>يعني &gt; 3.5</b> (متوسط ​​الحقول المملوءة)<br>|||القيمة المستندة على سبيل المثال: <b>قيمة القراءة في ("A"، "B"، "C")</b>,
Simulation,محاكاة,
Simultaneous,متزامن,
Since {0} are Serial No/Batch No items, you cannot enable 'Recreate Stock Ledgers' in Repost Item Valuation.,نظرًا لأن {0} عبارة عن عناصر لا تحتوي على رقم تسلسلي/لا يوجد دفعة، فلا يمكنك تمكين "إعادة إنشاء دفاتر الأستاذ للمخزون" في تقييم عنصر إعادة النشر.,
Since {0} has 'Update Stock' disabled, you cannot create repost item valuation against it,نظرًا لأن {0} تم تعطيل "تحديث المخزون"، فلا يمكنك إنشاء تقييم عنصر إعادة النشر مقابله,
Single Assignment,مهمة واحدة,
Singleselect,تحديد فردي,
Site,موقع,
Site Connection,اتصال الموقع,
Site Name,اسم الموقع,
Site Url,عنوان URL للموقع,
Site for which to create the quotation,الموقع الذي سيتم إنشاء عرض الأسعار له,
Skill Assessment,تقييم المهارات,
Skip Available Sub Assembly Items,تخطي عناصر التجميع الفرعية المتاحة,
Skipped printed draft invoice {0} during close shift because Return Against {1} is cancelled.,تم تخطي مسودة الفاتورة المطبوعة {0} أثناء فترة الإغلاق بسبب إلغاء الإرجاع مقابل {1}.,
Skipping Tax Withholding Category {0} as there is no associated account set for Company {1} in it.,تخطي فئة الاستقطاع الضريبي {0} لأنه لا يوجد حساب مرتبط للشركة {1} فيها.,
Smart Reload Mode,وضع إعادة التحميل الذكي,
Social,اجتماعي,
Sold by,تباع من قبل,
Solution Details,تفاصيل الحل,
Solution Suggest,اقتراح الحل,
Solution Suggested,الحل المقترح,
Solvency Ratios,نسب الملاءة المالية,
Something went wrong please try again,حدث خطأ ما، يرجى المحاولة مرة أخرى,
Source Account,حساب المصدر,
Source Exchange Rate,سعر الصرف المصدر,
Source Fieldname,اسم الحقل المصدر,
Source Manufacture Entry,إدخال تصنيع المصدر,
Source Site,موقع المصدر,
Source Stock Entry (Manufacture),إدخال المخزون المصدر (التصنيع),
Source Stock Entry {0} belongs to Work Order {1}, not {2}. Please use a manufacture entry from the same Work Order.,ينتمي إدخال المخزون المصدر {0} إلى أمر العمل {1}، وليس {2}. الرجاء استخدام إدخال التصنيع من نفس أمر العمل.,
Source Stock Entry {0} has no finished goods quantity,لا يحتوي إدخال المخزون المصدر {0} على كمية بضائع تامة الصنع,
Source Warehouse Address Link,رابط عنوان المستودع المصدر,
Source and Rating,المصدر والتقييم,
Source and target shifts cannot be the same,لا يمكن أن تكون تحولات المصدر والهدف هي نفسها,
South Africa VAT Account,حساب ضريبة القيمة المضافة في جنوب أفريقيا,
South Africa VAT Settings,إعدادات ضريبة القيمة المضافة في جنوب أفريقيا,
Split Asset,تقسيم الأصول,
Split Early Payment Discount Loss into Income and Tax Loss,تقسيم خسارة خصم الدفع المبكر إلى خسارة الدخل والخسارة الضريبية,
Split From,انقسام من,
Split Qty,تقسيم الكمية,
Split qty cannot be grater than or equal to asset qty,لا يمكن أن تكون الكمية المقسمة أكبر من أو تساوي كمية الأصول,
Splitting {0} {1} into {2} rows as per Payment Terms,تقسيم {0} {1} إلى {2} صف وفقًا لشروط الدفع,
Staffing Details,تفاصيل التوظيف,
Stage,منصة,
Stale Days should start from 1.,يجب أن تبدأ الأيام القديمة من 1.,
Standard Description,الوصف القياسي,
Standard Item,البند القياسي,
Standard Rate,السعر القياسي,
Standard Rated Expenses,النفقات القياسية,
Standard Terms and Conditions that can be added to Sales and Purchases. Examples: Validity of the offer, Payment Terms, Safety and Usage, etc.,الشروط والأحكام القياسية التي يمكن إضافتها إلى المبيعات والمشتريات. أمثلة: صلاحية العرض، وشروط الدفع، والسلامة والاستخدام، وما إلى ذلك.,
Standard Working Hours,ساعات العمل القياسية,
Standard rated supplies in {0},المستلزمات ذات التصنيف القياسي في {0},
Standard tax template that can be applied to all Purchase Transactions. This template can contain a list of tax heads and also other expense heads like "Shipping", "Insurance", "Handling", etc.,نموذج الضريبة القياسي الذي يمكن تطبيقه على جميع معاملات الشراء. يمكن أن يحتوي هذا القالب على قائمة برؤوس الضرائب وأيضًا رؤوس النفقات الأخرى مثل "الشحن"، و"التأمين"، و"المناولة"، وما إلى ذلك.,
Standard tax template that can be applied to all Sales Transactions. This template can contain a list of tax heads and also other expense/income heads like "Shipping", "Insurance", "Handling" etc.,قالب الضريبة القياسي الذي يمكن تطبيقه على جميع معاملات المبيعات. يمكن أن يحتوي هذا القالب على قائمة برؤوس الضرائب وأيضًا رؤوس النفقات/الدخل الأخرى مثل "الشحن" و"التأمين" و"المناولة" وما إلى ذلك.,
Star us on GitHub,قم بنجمتنا على جيثب,
Start / Resume,البدء / الاستئناف,
Start Date should be lower than End Date,يجب أن يكون تاريخ البدء أقل من تاريخ الانتهاء,
Start Deletion,بدء الحذف,
Start Job,ابدأ المهمة,
Start Merge,ابدأ الدمج,
Start Reposting,ابدأ في إعادة النشر,
Start Time can't be greater than or equal to End Time for {0}.,لا يمكن أن يكون وقت البدء أكبر من أو يساوي وقت الانتهاء لـ {0}.,
Start Timer,بدء الموقت,
Start date cannot be greater than end date.,لا يمكن أن يكون تاريخ البدء أكبر من تاريخ الانتهاء.,
Start date: {0},تاريخ البدء: {0},
Start time and end time cannot be same.,لا يمكن أن يكون وقت البدء ووقت الانتهاء متماثلين.,
Started a background job to create {1} {0}. {2},تم بدء مهمة خلفية لإنشاء {1} {0}. {2},
Starting position (1-indexed) of the price segment.,موضع البداية (1-مفهرس) لقطاع السعر.,
Starting sync...,جارٍ بدء المزامنة...,
Status Details,تفاصيل الحالة,
Status Illustration,توضيح الحالة,
Status for Other Half,حالة النصف الآخر,
Status set to rejected as there are one or more rejected readings.,تم ضبط الحالة على "مرفوضة" نظرًا لوجود قراءة مرفوضة واحدة أو أكثر.,
Stock Closing,إغلاق الأسهم,
Stock Consumed During Repair,المخزون المستهلك أثناء الإصلاح,
Stock Consumption Details,تفاصيل استهلاك المخزون,
Stock Entries already created for Work Order {0}: {1},تم إنشاء إدخالات المخزون بالفعل لأمر العمل {0}: {1},
Stock Ledger Invariant Check,فحص دفتر الأستاذ الثابت,
Stock Ledger Variance,تباين دفتر الأستاذ,
Stock Management,إدارة المخزون,
Stock Movement,حركة الأسهم,
Stock Planning,تخطيط المخزون,
Stock QTY,كمية المخزون,
Stock Qty vs Batch Qty,كمية المخزون مقابل كمية الدفعة,
Stock Reposting Settings,إعدادات إعادة نشر الأسهم,
Stock Reservation,حجز المخزون,
Stock Reservation Entries Cancelled,تم إلغاء إدخالات حجز المخزون,
Stock Reservation Entries Created,تم إنشاء إدخالات حجز المخزون,
Stock Reservation Entry,إدخال حجز المخزون,
Stock Reservation Entry cannot be updated as it has been delivered.,لا يمكن تحديث إدخال حجز المخزون لأنه تم تسليمه.,
Stock Reservation Entry created against a Pick List cannot be updated. If you need to make changes, we recommend canceling the existing entry and creating a new one.,لا يمكن تحديث إدخال حجز المخزون الذي تم إنشاؤه مقابل قائمة الانتقاء. إذا كنت بحاجة إلى إجراء تغييرات، نوصي بإلغاء الإدخال الحالي وإنشاء إدخال جديد.,
Stock Reservation Warehouse Mismatch,عدم تطابق مستودع حجز المخزون,
Stock Reservation can only be created against {0}.,لا يمكن إنشاء حجز المخزون إلا مقابل {0}.,
Stock Reserved Qty (in Stock UOM),الكمية المحجوزة للمخزون (في وحدة قياس المخزون),
Stock Sync,مزامنة الأسهم,
Stock Sync Log,سجل مزامنة الأسهم,
Stock Transactions Settings,إعدادات معاملات الأسهم,
Stock UOM Quantity,كمية وحدة قياس المخزون,
Stock Unreservation,إلغاء حجز المخزون,
Stock Update Not Allowed,تحديث المخزون غير مسموح به,
Stock Validations,التحقق من صحة المخزون,
Stock and Manufacturing,المخزون والتصنيع,
Stock cannot be reserved in group warehouse {0}.,لا يمكن حجز المخزون في مستودع المجموعة {0}.,
Stock cannot be reserved in the group warehouse {0}.,لا يمكن حجز المخزون في مستودع المجموعة {0}.,
Stock cannot be updated for Purchase Invoice {0} because a Purchase Receipt {1} has already been created for this transaction. Please disable the 'Update Stock' checkbox in the Purchase Invoice and save the invoice.,لا يمكن تحديث المخزون لفاتورة الشراء {0} لأنه تم بالفعل إنشاء إيصال الشراء {1} لهذه المعاملة. الرجاء تعطيل مربع الاختيار "تحديث المخزون" في فاتورة الشراء وحفظ الفاتورة.,
Stock entries exist with the old account. Changing the account may lead to a mismatch between the warehouse closing balance and the account closing balance. The overall closing balance will still match, but not for the specific account.,إدخالات المخزون موجودة مع الحساب القديم. قد يؤدي تغيير الحساب إلى عدم التطابق بين الرصيد الختامي للمستودع والرصيد الختامي للحساب. سيظل الرصيد الختامي الإجمالي مطابقًا، ولكن ليس للحساب المحدد.,
Stock not available for Item {0} in Warehouse {1}.,المخزون غير متاح للعنصر {0} في المستودع {1}.,
Stock quantity not enough for Item Code: {0} under warehouse {1}. Available quantity {2} {3}.,كمية المخزون غير كافية لرمز الصنف: {0} ضمن المستودع {1}. الكمية المتوفرة {2} {3}.,
Stock transactions that are older than the mentioned days cannot be modified.,لا يمكن تعديل معاملات الأسهم الأقدم من الأيام المذكورة.,
Stock will be reserved on submission of <b>Purchase Receipt</b> created against Material Request for Sales Order.,سيتم حجز المخزون عند تقديم <b>إيصال الشراء</b> الذي تم إنشاؤه مقابل طلب المادة لأمر المبيعات.,
Stock/Accounts can not be frozen as processing of backdated entries is going on. Please try again later.,لا يمكن تجميد المخزون/الحسابات نظرًا لاستمرار معالجة الإدخالات القديمة. يرجى المحاولة مرة أخرى في وقت لاحق.,
Store as Credit?,تخزين كائتمان؟,
Stored Value Source,مصدر القيمة المخزنة,
Sub Assemblies & Raw Materials,التجميعات الفرعية والمواد الخام,
Sub Assembly,الجمعية الفرعية,
Sub Assembly Item,عنصر التجميع الفرعي,
Sub Assembly Item Code,رمز عنصر التجميع الفرعي,
Sub Assembly Items,عناصر التجميع الفرعية,
Sub Assembly Warehouse,مستودع التجميع الفرعي,
Sub Operation,عملية فرعية,
Sub Operations,العمليات الفرعية,
Sub Total,المجموع الفرعي,
Subcontract BOM,التعاقد من الباطن على قائمة مكونات الصنف,
Subcontract Order,أمر التعاقد من الباطن,
Subcontract Order Summary,ملخص أمر العقد من الباطن,
Subcontract Return,عودة العقد من الباطن,
Subcontracted Purchase Order,أمر الشراء من الباطن,
Subcontracted Quantity,الكمية المتعاقد عليها من الباطن,
Subcontracting,التعاقد من الباطن,
Subcontracting BOM,التعاقد من الباطن على BOM,
Subcontracting Conversion Factor,عامل تحويل التعاقد من الباطن,
Subcontracting Order,أمر التعاقد من الباطن,
Subcontracting Order (Draft) will be auto-created on submission of Purchase Order.,سيتم إنشاء أمر التعاقد من الباطن (مسودة) تلقائيًا عند تقديم أمر الشراء.,
Subcontracting Order Item,بند أمر التعاقد من الباطن,
Subcontracting Order Service Item,عنصر خدمة طلب التعاقد من الباطن,
Subcontracting Order Supplied Item,طلب التعاقد من الباطن على السلعة الموردة,
Subcontracting Order {0} created.,تم إنشاء أمر التعاقد من الباطن {0}.,
Subcontracting Purchase Order,أمر الشراء بالتعاقد من الباطن,
Subcontracting Receipt,إيصال المقاولة من الباطن,
Subcontracting Receipt Item,بند إيصال التعاقد من الباطن,
Subcontracting Receipt Supplied Item,البند المورد من إيصال التعاقد من الباطن,
Subcontracting Settings,إعدادات التعاقد من الباطن,
Subdivision,التقسيم,
Submission Failed,فشل التقديم,
Submission of {0} before {1} is not allowed,إرسال {0} قبل {1} غير مسموح به,
Submit Action Failed,فشل إجراء الإرسال,
Submit ERR Journals?,إرسال مجلات ERR؟,
Submit Generated Invoices,إرسال الفواتير المولدة,
Submit Now,أرسل الآن,
Submit Payment,إرسال الدفع,
Submit Quotation,تقديم عرض الأسعار,
Submit Quotation After Creation,تقديم عرض الأسعار بعد الإنشاء,
Submit RFQ,تقديم طلب عرض الأسعار,
Submit another response,إرسال رد آخر,
Submit this Leave Application to confirm.,أرسل طلب الإجازة هذا للتأكيد.,
Submit to Manager,تقديم إلى المدير,
Submit {0} documents?,هل تريد إرسال {0} مستند؟,
Submitting,تقديم,
Subscription for Future dates cannot be processed.,لا يمكن معالجة الاشتراك في التواريخ المستقبلية.,
Subsidiary companies have already planned for {1} vacancies at a budget of {2}. Staffing Plan for {0} should allocate more vacancies and budget for {3} than planned for its subsidiary companies,لقد خططت الشركات التابعة بالفعل لشغل {1} وظيفة شاغرة بميزانية قدرها {2}. يجب أن تخصص خطة التوظيف لـ {0} المزيد من الوظائف الشاغرة والميزانية لـ {3} عما هو مخطط له للشركات التابعة لها,
Succeeded,نجحت,
Succeeded Entries,الإدخالات الناجحة,
Successfully changed Stock UOM, please redefine conversion factors for new UOM.,تم تغيير وحدة قياس المخزون بنجاح، يرجى إعادة تعريف عوامل التحويل لوحدة قياس المخزون الجديدة.,
Successfully created {0} for employees:,تم إنشاء {0} للموظفين بنجاح:,
Successfully imported {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.,تم استيراد سجل واحد ({0}) من أصل {1} بنجاح. انقر فوق تصدير الصفوف الخاطئة، وقم بإصلاح الأخطاء والاستيراد مرة أخرى.,
Successfully imported {0} record.,تم استيراد سجل {0} بنجاح.,
Successfully imported {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.,تم استيراد {0} سجل بنجاح من أصل {1}. انقر فوق تصدير الصفوف الخاطئة، وقم بإصلاح الأخطاء والاستيراد مرة أخرى.,
Successfully imported {0} records.,تم استيراد {0} من السجلات بنجاح.,
Successfully linked to Customer,تم الارتباط بنجاح مع العميل,
Successfully linked to Supplier,تم ربطه بالمورد بنجاح,
Successfully merged {0} out of {1}.,تم دمج {0} من أصل {1} بنجاح.,
Successfully updated {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.,تم تحديث سجل واحد ({0}) من أصل {1} بنجاح. انقر فوق تصدير الصفوف الخاطئة، وقم بإصلاح الأخطاء والاستيراد مرة أخرى.,
Successfully updated {0} record.,تم تحديث سجل {0} بنجاح.,
Successfully updated {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.,تم تحديث {0} سجل بنجاح من أصل {1}. انقر فوق تصدير الصفوف الخاطئة، وقم بإصلاح الأخطاء والاستيراد مرة أخرى.,
Successfully updated {0} records.,تم تحديث {0} من السجلات بنجاح.,
Successfully {0} 1 record.,بنجاح {0} سجل واحد.,
Successfully {0} {1} for the following employees:,تم بنجاح {0} {1} للموظفين التاليين:,
Successfully {0} {1} record out of {2}. Click on Export Errored Rows, fix the errors and import again.,تم بنجاح تسجيل {0} {1} من أصل {2}. انقر فوق تصدير الصفوف الخاطئة، وقم بإصلاح الأخطاء والاستيراد مرة أخرى.,
Successfully {0} {1} records out of {2}. Click on Export Errored Rows, fix the errors and import again.,تم بنجاح تسجيل {0} {1} من أصل {2}. انقر فوق تصدير الصفوف الخاطئة، وقم بإصلاح الأخطاء والاستيراد مرة أخرى.,
Successfully {0} {1} records.,تم بنجاح تسجيل {0} {1}.,
Sum of Repair Cost and Value of Consumed Stock Items.,مجموع تكلفة الإصلاح وقيمة عناصر المخزون المستهلكة.,
Sum of all previous slabs,مجموع كل الألواح السابقة,
Supervisor Tools,أدوات المشرف,
Supplied Item,السلعة الموردة,
Supplier Address Details,تفاصيل عنوان المورد,
Supplier Arabic Name,اسم المورد باللغة العربية,
Supplier Contact,الاتصال بالمورد,
Supplier Group Item,عنصر مجموعة الموردين,
Supplier Info,معلومات المورد,
Supplier Invoice,فاتورة المورد,
Supplier Invoices,فواتير الموردين,
Supplier Item,عنصر المورد,
Supplier Name Arabic,اسم المورد عربي,
Supplier Payments,مدفوعات الموردين,
Supplier Portal Users,مستخدمي بوابة الموردين,
Supplier Primary Address,العنوان الرئيسي للمورد,
Supplier Primary Contact,جهة الاتصال الأساسية للمورد,
Supplier Quotation {0} created,تم إنشاء عرض أسعار المورد {0}.,
Supplier Quotation {0} submitted,تم إرسال عرض أسعار المورد {0}.,
Supplier Warehouse mandatory for sub-contracted {0},مستودع المورد إلزامي للمتعاقدين من الباطن {0},
Supplier not found.,لم يتم العثور على المورد.,
Supplies subject to the reverse charge provision,الإمدادات الخاضعة لشرط الرسوم العكسية,
Suspected Discount Amount,مبلغ الخصم المشتبه به,
Switch Cashier,تبديل أمين الصندوق,
Switch the POS appearance theme,قم بتبديل مظهر مظهر نقطة البيع,
Switch to Frappe CRM for smarter sales,قم بالتبديل إلى Frappe CRM لتحقيق مبيعات أكثر ذكاءً,
Sync Complete,اكتملت المزامنة,
Sync Date,تاريخ المزامنة,
Sync Failed,فشلت المزامنة,
Sync Now,مزامنة الآن,
Sync Offline Sales,مزامنة المبيعات دون اتصال,
Sync Started,بدأت المزامنة,
Sync Type,نوع المزامنة,
Sync retried for {0},تمت إعادة محاولة المزامنة لـ {0},
Sync retried successfully,تمت إعادة محاولة المزامنة بنجاح,
Sync {0},مزامنة {0},
Syncing items in background,مزامنة العناصر في الخلفية,
Syntax error,خطأ في بناء الجملة,
Syntax error in condition: {0} in Income Tax Slab,خطأ في بناء الجملة في الحالة: {0} في شريحة ضريبة الدخل,
System / Diagnostics,النظام / التشخيص,
System In Use,النظام قيد الاستخدام,
System will automatically create the serial numbers / batch for the Finished Good on submission of work order,سيقوم النظام تلقائيًا بإنشاء الأرقام التسلسلية / الدُفعة للبضاعة النهائية عند إرسال أمر العمل,
System will do an implicit conversion using the pegged currency. <br>|||Ex: Instead of AED -&gt; INR, system will do AED -&gt; USD -&gt; INR using the pegged exchange rate of AED against USD.,سيقوم النظام بإجراء تحويل ضمني باستخدام العملة المرتبطة. <br>|||مثال: بدلاً من AED -&gt; INR، سيقوم النظام بعملة AED -&gt; دولار أمريكي -&gt; روبية هندية باستخدام سعر الصرف المرتبط بالدرهم الإماراتي مقابل الدولار الأمريكي.,
System will not check over billing since amount for Item {0} in {1} is zero,لن يقوم النظام بالتحقق من الفواتير نظرًا لأن مبلغ العنصر {0} في {1} يساوي صفرًا,
T,ت,
TCS Amount,مبلغ TCS,
TCS Rate %,معدل TCS %,
TDS Amount,كمية المواد الصلبة الذائبة,
TDS Deducted,خصم TDS,
TDS Payable,TDS مستحقة الدفع,
Take Exact Completed Years,خذ السنوات المكتملة بالضبط,
Target Account,الحساب المستهدف,
Target Asset,الأصول المستهدفة,
Target Asset Location,موقع الأصول المستهدفة,
Target Asset {0} cannot be cancelled,لا يمكن إلغاء الأصل المستهدف {0}.,
Target Asset {0} cannot be submitted,لا يمكن إرسال الأصل المستهدف {0}.,
Target Asset {0} cannot be {1},لا يمكن أن يكون الأصل المستهدف {0} هو {1},
Target Asset {0} does not belong to company {1},الأصل المستهدف {0} لا ينتمي إلى الشركة {1},
Target Asset {0} needs to be composite asset,يجب أن تكون الأصول المستهدفة {0} أصلًا مركبًا,
Target Batch No,رقم الدفعة المستهدفة,
Target Exchange Rate,سعر الصرف المستهدف,
Target Fieldname (Stock Ledger Entry),اسم الحقل المستهدف (إدخال دفتر الأستاذ),
Target Fixed Asset Account,حساب الأصول الثابتة المستهدف,
Target Has Batch No,الهدف لديه رقم الدفعة,
Target Has Serial No,الهدف له رقم تسلسلي,
Target Incoming Rate,معدل الوارد المستهدف,
Target Is Fixed Asset,الهدف هو الأصول الثابتة,
Target Item Code,رمز العنصر المستهدف,
Target Item Name,اسم العنصر المستهدف,
Target Item {0} must be a Fixed Asset item,يجب أن يكون العنصر المستهدف {0} أحد عناصر الأصول الثابتة,
Target Location is required for transferring Asset {0},الموقع المستهدف مطلوب لنقل الأصل {0},
Target Location is required while receiving Asset {0},الموقع المستهدف مطلوب أثناء استلام الأصل {0},
Target Qty must be a positive number,يجب أن تكون الكمية المستهدفة رقمًا موجبًا,
Target Serial No,الرقم التسلسلي المستهدف,
Target Warehouse Address Link,رابط عنوان المستودع المستهدف,
Target Warehouse is set for some items but the customer is not an internal customer.,يتم تعيين المستودع المستهدف لبعض العناصر ولكن العميل ليس عميلاً داخليًا.,
Task Assignee Email,البريد الإلكتروني للمكلف بالمهمة,
Task {0} depends on Task {1}. Please add Task {1} to the Tasks list.,تعتمد المهمة {0} على المهمة {1}. الرجاء إضافة المهمة {1} إلى قائمة المهام.,
Tax Amount,مبلغ الضريبة,
Tax Amount will be rounded on a row(items) level,سيتم تقريب مبلغ الضريبة على مستوى الصف (العناصر).,
Tax Deducted Till Date,تم خصم الضريبة حتى تاريخه,
Tax Deductor,خصم الضرائب,
Tax Details,التفاصيل الضريبية,
Tax Exemption Declaration,إقرار الإعفاء الضريبي,
Tax Id: {0},المعرف الضريبي: {0},
Tax Inclusive,شامل الضريبة,
Tax Refunds provided to Tourists under the Tax Refunds for Tourists Scheme,استرداد الضرائب المقدمة للسياح بموجب نظام استرداد الضرائب للسياح,
Tax Settings,إعدادات الضرائب,
Tax Withheld Vouchers,قسائم الضرائب المحتجزة,
Tax Withholding,حجب الضرائب,
Tax Withholding Category {} against Company {} for Customer {} should have Cumulative Threshold value.,يجب أن يكون لفئة اقتطاع الضريبة {} ضد الشركة {} للعميل {} قيمة حد تراكمي.,
Tax Withholding Details,تفاصيل الاستقطاع الضريبي,
Tax Withholding Net Total,صافي إجمالي الاستقطاع الضريبي,
Tax will be withheld only for amount exceeding the cumulative threshold,سيتم حجب الضريبة فقط على المبلغ الذي يتجاوز الحد التراكمي,
Taxable Earnings Till Date,الأرباح الخاضعة للضريبة حتى الآن,
Taxable Income Relief Threshold Limit,حد عتبة تخفيف الدخل الخاضع للضريبة,
Taxes & Charges,الضرائب والرسوم,
Taxes row #{0}: {1} cannot be smaller than {2},صف الضرائب رقم {0}: لا يمكن أن يكون {1} أصغر من {2},
Team,فريق,
Team Details,تفاصيل الفريق,
Technician,فني,
Telephony,الاتصالات الهاتفية,
Telephony Call Type,نوع المكالمة الهاتفية,
Template Item Selected,تم تحديد عنصر القالب,
Template Task,مهمة القالب,
Terminal,صالة,
Terminal & Devices,المحطة والأجهزة,
Terms & Conditions,الشروط والأحكام,
Terms Template,قالب الشروط,
Territory Item,البند الإقليم,
Test Connection,اتصال الاختبار,
Testing connection...,اختبار الاتصال...,
The Batch {0} has negative batch quantity {1}. To fix this, go to the batch and click on Recalculate Batch Qty. If the issue still persists, create an inward entry.,تحتوي الدُفعة {0} على كمية دُفعة سالبة {1}. لإصلاح ذلك، انتقل إلى الدفعة وانقر على "إعادة حساب كمية الدفعة". إذا استمرت المشكلة، قم بإنشاء إدخال داخلي.,
The Bulk Update could not happen due to <b>{0}</b>,تعذر إجراء التحديث المجمع بسبب <b>{0}</b>,
The Document Type {0} must have a Status field to configure Service Level Agreement,يجب أن يحتوي نوع المستند {0} على حقل الحالة لتكوين اتفاقية مستوى الخدمة,
The Excluded Fee is bigger than the Deposit it is deducted from.,الرسوم المستثناة أكبر من الوديعة التي يتم خصمها منها.,
The GL Entries and closing balances will be processed in the background, it can take a few minutes.,ستتم معالجة إدخالات GL والأرصدة الختامية في الخلفية، وقد يستغرق الأمر بضع دقائق.,
The GL Entries will be cancelled in the background, it can take a few minutes.,سيتم إلغاء إدخالات GL في الخلفية، وقد يستغرق الأمر بضع دقائق.,
The Name of the onboarded EGS unit on Fatoorah platform.,اسم وحدة EGS الموجودة على منصة فاتورة.,
The Parent "Duties and Taxes"<br>|||This account is the responsible account for the VAT transactions.,"الرسوم والضرائب" الرئيسية<br>|||هذا الحساب هو الحساب المسؤول عن حركات ضريبة القيمة المضافة.,
The Payment Request {0} is already paid, cannot process payment twice,تم دفع طلب الدفع {0} بالفعل، ولا يمكن معالجة الدفع مرتين,
The Pick List having Stock Reservation Entries cannot be updated. If you need to make changes, we recommend canceling the existing Stock Reservation Entries before updating the Pick List.,لا يمكن تحديث قائمة الاختيار التي تحتوي على إدخالات حجز المخزون. إذا كنت بحاجة إلى إجراء تغييرات، نوصي بإلغاء إدخالات حجز المخزون الحالية قبل تحديث قائمة الاختيار.,
The Process Loss Qty has reset as per job cards Process Loss Qty,تمت إعادة تعيين كمية فقدان العملية وفقًا لبطاقات العمل كمية فقدان العملية,
The Sales Person is linked with {0},مندوب المبيعات مرتبط بـ {0},
The Serial No at Row #{0}: {1} is not available in warehouse {2}.,الرقم التسلسلي في الصف رقم {0}: {1} غير متاح في المستودع {2}.,
The Serial and Batch Bundle {0} is not valid for this transaction. The 'Type of Transaction' should be 'Outward' instead of 'Inward' in Serial and Batch Bundle {0},الحزمة التسلسلية والدُفعة {0} غير صالحة لهذه المعاملة. يجب أن يكون "نوع المعاملة" "خارجيًا" بدلاً من "داخليًا" في الحزمة التسلسلية والدُفعية {0},
The VAT category that will be added in the item tax template and the sales taxes and charges template,فئة ضريبة القيمة المضافة التي سيتم إضافتها في قالب ضريبة الصنف ونموذج ضرائب ورسوم المبيعات,
The VAT rate that will be added in the account, the created item tax template and the sales taxes and charges template,معدل ضريبة القيمة المضافة الذي سيتم إضافته في الحساب، ونموذج ضريبة الأصناف الذي تم إنشاؤه، ونموذج ضرائب ورسوم المبيعات,
The allocated amount is greater than the outstanding amount of Payment Request {0},المبلغ المخصص أكبر من المبلغ المستحق لطلب الدفع {0},
The company {0} is not in South Africa. VAT Audit Report is only available for companies in South Africa.,الشركة {0} ليست في جنوب أفريقيا. تقرير تدقيق ضريبة القيمة المضافة متاح فقط للشركات في جنوب أفريقيا.,
The completed quantity {0} of an operation {1} cannot be greater than the completed quantity {2} of a previous operation {3}.,لا يمكن أن تكون الكمية المكتملة {0} للعملية {1} أكبر من الكمية المكتملة {2} للعملية السابقة {3}.,
